Part Number, Price, Package, Qty
REF02AP,"7,26 € (54,70 kn)",IC-VOLTAGE REFERENCE SOURCE 5V(DIP8),3
REF01-AD,"0,00 € (0,00 kn)",IC VOLTAGE REF. SOURCE 10V (DIP8),0
RC4559N-MBR,"1,06 € (7,99 kn)",INTEGRIRANI KRUG-DIP8,2
RC4559D,"1,13 € (8,51 kn)",IC,8
RC4558D-SMD,"0,00 € (0,00 kn)",ic-smd,0
RC4558-TI,"0,53 € (3,99 kn)",IC(DIP8)-Op-Amp; 3MHz 5:15VDC CH:2(DIP8),10
RC4151N,"5,97 € (44,98 kn)",IC,3
R2S25400DS-E,"0,00 € (0,00 kn)",IC-JVC = HA13164A,0
R2S15902FP-JVC,"17,25 € (129,97 kn)",IC,1
R2A15905FP,"4,65 € (35,04 kn)",IC(LQFP44),4
R2A15112FP,"4,25 € (32,02 kn)",IC-SMD,2
PVPU2204DIP-ITT,"23,29 € (175,48 kn)",IC- 02/02,0
PVPU2200-ITT,"13,54 € (102,02 kn)",IC,0
PU42C26,"0,00 € (0,00 kn)",IC,0
PT8555,"0,00 € (0,00 kn)",IC,0
PT6961-PTC,"3,95 € (29,76 kn)",IC-SMD LED DRIVER (SOP32),2
PT6005,"0,00 € (0,00 kn)",IC,0
PT6004,"0,00 € (0,00 kn)",IC,0
PT4115-POW(SOT89),"3,58 € (26,97 kn)",IC,24
PT2399D-SMD,"3,45 € (25,99 kn)",IC(SO16),6
PT2399-DIL,"3,45 € (25,99 kn)",IC-ECHO PROCESOR(DIP16),25
PT2323S-PTC(SO28),"9,95 € (74,97 kn)",IC-SMD-6CH AUDIO SELECTOR,10
PT2314-SMD,"2,92 € (22,00 kn)",IC-SMD(SO28),13
PT2313L-PTC,"2,49 € (18,76 kn)",IC,9
PT2308L,"3,98 € (29,99 kn)",IC,2
PT2308,"0,00 € (0,00 kn)",IC,0
PT2300S-PTC,"0,00 € (0,00 kn)",IC-SMD-2W x 2 Class AB Audio Power Ampli,0
PT2258S-PTC(SO20),"4,65 € (35,04 kn)",IC-SMD-C-6 CHANNEL ELECTRONIC VOLUME CON,5
PT2258-PTC(DIP20),"3,16 € (23,81 kn)",IC-6 CHANNEL ELECTRONIC VOLUME CONT,5
PT2253A-PTC,"1,99 € (14,99 kn)",IC-DIGITALNI POTMETAR(DIP16),9
PT2128A-C80,"7,03 € (52,97 kn)",IC,5
PT1000(TO92),"6,21 € (46,79 kn)",SENZOR TEMPARATURE,5
PS2008L,"7,95 € (59,90 kn)",IC(DIP8),8
PQ3RD13,"1,99 € (14,99 kn)",IC,0
PQ1CG303-SHARP,"4,95 € (37,30 kn)",IC-PWM SWITCH REG.(TO220-5),8
PQ1CG303,"0,00 € (0,00 kn)",IC,0
PQ1CG21H-SHARP,"6,22 € (46,86 kn)",IC-PWM SWITCH REG.(TO220-5),3
PQ12RF11,"2,65 € (19,97 kn)",IC,14
PQ12RF1,"3,58 € (26,97 kn)",IC,3
PQ12RD08,"4,65 € (35,04 kn)",IC,9
PQ09R05,"6,37 € (47,99 kn)",IC,5
PQ070VK02FZH-SHARP(TO220-5),"5,04 € (37,97 kn)",IC-REG.NAPONA 2A,5
PQ05RF11-FSC(TO220),"2,92 € (22,00 kn)",IC,5
PQ05RD21-SHARP(TO220-4F),"3,98 € (29,99 kn)",IC-LINEAR VOLTAGE REG.1OUTPUT 5V 2A,9
PR4404-PREMA(MALAYSIA),"1,88 € (14,16 kn)","IC DRIVER LED,1,5A KANAL1 0,89-5VDC(SO8)",5
PR4401-PREMA(SOT23,"1,92 € (14,47 kn)","IC-DRIVER LED CONTROLL 0,7-15V 0,2A",16
POWER22E,"2,78 € (20,95 kn)",IC(DIP8),4
PN8136-CHIPOWN,"5,97 € (44,98 kn)",IC-POWER CONTROLLER (DIP8),4
PN8106,"6,06 € (45,66 kn)",IC(DIP8RC),0
PN8024A-CHIP(DIP7),"3,98 € (29,99 kn)",IC,16
PLCC84SMD,"1,59 € (11,98 kn)",IC PODNOŽJE,36
PLCC84PPS,"1,59 € (11,98 kn)",84 PINSKO PLCC PODNOŽJE,2
PLCC84PBT,"1,33 € (10,02 kn)",84 PINSKO PLCC PODNOŽJE - SMD,9
PLCC68SMD,"1,46 € (11,00 kn)",68 PINSKO PLCC PODNOŽJE SMD,8
PLCC68PBT,"1,19 € (8,97 kn)",68 PINSKO PLCC PODNOŽJE,9
PLCC52SMD,"1,33 € (10,02 kn)",52 PINSKO PLCC PODNOŽJE SMD,0
PLCC52PPS,"1,46 € (11,00 kn)",52 PINSKO PLCC PODNOŽJE,20
PLCC44SMD,"1,19 € (8,97 kn)",44 PINSKO PLCC PODNOŽJE SMD,0
PLCC44PPS,"1,92 € (14,47 kn)",44 PINSKO PLCC PODNOŽJE,2
PLCC32SMD,"0,66 € (4,97 kn)",IC PODNOŽJE PLCC32-KONT.NA PLOČICI,3
PLCC32PPS,"1,19 € (8,97 kn)",32 PINSKO PLCC PODNOŽJE,12
PLCC32PBT,"0,93 € (7,01 kn)",32 PINSKO PLCC PODNOŽJE,55
PLCC32-AT-SMT,"1,44 € (10,85 kn)",IC PODNOŽJE PLCC32-THERMOPLASTIC,4
PLCC28SMD,"0,93 € (7,01 kn)",28 PINSKO PLCC PODNOŽJE SMD,4
PLCC28PBT,"0,93 € (7,01 kn)",28 PINSKO PLCC PODNOŽJE,20
PLCC20SMD,"0,86 € (6,48 kn)",20 PINSKO PLCC PODNOŽJE SMD,5
PKS606PN,"3,98 € (29,99 kn)",IC(DIP7),3
PIC32MX250F128B-I/SP-MIC(DIP28,"11,31 € (85,22 kn)","IC-MEMORY 128kB,SRAM 32kB 2,3-3,6VDC",4
PIC18F4550-I/PT-MIC-SMD,"10,60 € (79,87 kn)",IC-SMD-16kx16 FLASH 35I/O 48MHz(TQFP44),1
PIC18F4550-I/P-MIC(DIP),"9,35 € (70,45 kn)",IC-DIP-16kx16 FLASH 35I/O 48MHz(DIP40),2
PIC18F452-I/PT-MIC,"14,37 € (108,27 kn)",IC-SMD-MICROCONTR.EEPROM 256B(TQPF44),1
PIC18F452-I/P-MIC,"23,62 € (177,96 kn)",IC(DIP40)MICROCONTR.EEPROM 256B,3
PIC18F2685-I/SP-MIC,"11,76 € (88,61 kn)",IC-MCU 8BIT 40MHz(DIP28),3
PIC18F2550-I/SP-MIC,"9,25 € (69,69 kn)","IC=EEPROM 256B,SRAM,2048B,48MHz(SDIP28)",4
PIC18F2550-I/SO-MIC,"10,10 € (76,10 kn)","IC-EEPROM 256B,SRAM,2048,48MHz(SO28)",4
PIC18F2520-I/SP-MIC(PUERTO RIC,"7,88 € (59,37 kn)",IC-8BIT MICROCONTROLL.40MHz 32kB(DIP28),6
PIC18F2520-I/SO-MIC(THAILAND),"7,43 € (55,98 kn)",IC-16Kx16FLASCH 25I/O 40MHz(SO28),0
PIC18F2480-I/SP-MIC,"12,16 € (91,62 kn)","IC-EEPROM 256B,SRAM766B,40MHz(DIP28)",1
PIC18F2480-I/SO-MIC,"12,60 € (94,93 kn)",IC PIC MICROCONTROLLER(SOIC28),1
PIC18F1320-I/SO-MIC,"7,96 € (59,97 kn)",IC-EEPROM: 256B; SRAM; 256B; 40MHz (SO18,1
PIC18F1320-I/P-MIC,"7,75 € (58,39 kn)",IC-EEPROM: 256B; SRAM; 256B; 40MHz (DIP1,2
PIC16F887I/P-MIC,"7,17 € (54,02 kn)",IC(DIP40)-MICROCONTROLLER,1
PIC16F886-I/SP,"4,38 € (33,00 kn)",IC-MICROCONT. EEPROM:256B:SRAM:368B (DIP,2
PIC16F886-I/SO-MIC(SO28),"4,25 € (32,02 kn)","IC-SMD-MICROCONTROLLER,MEMORY",0
PIC16F886-I/SO,"4,38 € (33,00 kn)",IC MICROCONT. EEPROM 256B 20MHZ (SO28),1
PIC16F883-I/SP,"3,97 € (29,91 kn)",IC(DIP),3
PIC16F877SP-04P,"8,45 € (63,67 kn)",IC,1
PIC16F877A-I/P,"9,16 € (69,02 kn)",IC,0
PIC16F877-20P,"11,28 € (84,99 kn)",IC,3
PIC16F877-04P,"10,02 € (75,50 kn)","IC(DIP40)MICROCONTROLLER,MEMORY",1
PIC16F876A-I/SP,"10,85 € (81,75 kn)",IC,6
PIC16F876-04SP,"9,72 € (73,24 kn)",IC,3
PIC16F873A-I/SP-DIP-MIC,"5,91 € (44,53 kn)","IC(DIP28)PIC MICROCONTROLLER,EEPROM",0
PIC16F873A-I/SO-MIC(SO28),"0,00 € (0,00 kn)",IC-SMD-4Kx14 Flash 22I/O 20MHz SO28,0
PIC16F873-20/SP-SMD-MIC,"14,60 € (110,00 kn)","IC(SO28)PIC MICROCONTROLLER,EEPROM",2
PIC16F84A-20P,"7,83 € (59,00 kn)",IC-CPU8B 20MHZ 512EPROM 25R,6
PIC16F84A-04/P,"6,77 € (51,01 kn)",IC-CPU8B 4MHZ 512EPROM 25R,1
PIC16F84-20/P,"6,37 € (47,99 kn)",IC-CPU 8B 20MHZ 68RAM 1KEEP,1
PIC16F84-10/P,"18,10 € (136,37 kn)",IC-CPU 8B 10MHZ 68RAM 1KEEP-DIL,1
PIC16F84-04/P,"6,77 € (51,01 kn)",CPU 8B 1MHz 68RAM 1KEEPRO,2
PIC16F833-I/SP,"4,05 € (30,51 kn)","IC-MICROCONTROLLER,EEPROM(DIP28)",3
PIC16F819-I/P-MT,"5,97 € (44,98 kn)",IC-8bit MICROCONTROL. 3.5kB 256 RAM (DIP,3
PIC16F737-I/SP-MIC,"6,55 € (49,35 kn)",IC 4Kx14 FLASCH 25I/O 20MHz(SDIP28),4
PIC16F737-I/SO-MIC(USA),"6,66 € (50,18 kn)",IC-4Kx14 FLASCH 25I/O 20MHz(sol28),3
PIC16F73-I/SP-MIC(PUERTO RICO),"6,33 € (47,69 kn)",IC-4Kx14 FLASCH 22I/O 20MHz(SDIP28),1
PIC16F73-I/SO-MIC(PUERTO RICO),"6,33 € (47,69 kn)",IC -SMD-4KX14 FLASCH 221/O 22MHz(SOIC28),5
PIC16F723-I/SP-MIC,"4,56 € (34,36 kn)",IC-4Kx14 FLASH 25/I/O 20MHz(SDIP28),2
PIC16F722A-I/SS-MIC(SSOP28),"1,91 € (14,39 kn)",IC-SMD-MICROCONTROLLERS,8
PIC16F716-I/P,"2,92 € (22,00 kn)",IC 8 BIT FLASH - DIP18,5
PIC16F690-I/P-MIC,"5,18 € (39,03 kn)",IC-8bit MICROCNTRL. 7kb FL; 256b RAM (DI,5
PIC16F688-I/SL(SMD),"5,44 € (40,99 kn)",IC(SOIC14),10
PIC16F688-I/P-MIC(DIP14),"5,44 € (40,99 kn)","IC-MICROCONTROLLER,MEMORY",2
PIC16F684-I/SL-MIC(SO14),"3,98 € (29,99 kn)","IC-SMD-EEPROM 256B,SRAM 128B(SO14)",10
PIC16F676-I/SL-MT,"5,31 € (40,01 kn)",IC-MICROCONTR. SRAM 64B EEPROM (SO14),5
PIC16F676-I/P-MT,"5,31 € (40,01 kn)",IC MICROCONTR. SRAM 64B EEPROM (DIP14),5
PIC16F630-E/P-MIC(DIP14),"5,31 € (40,01 kn)","IC-MICROCONTROLLER,MEMORY",5
PIC16F628A-I/P,"6,64 € (50,03 kn)",IC,4
PIC16F628-20/SO,"10,04 € (75,65 kn)",IC SMD,1
PIC16F628-20/P,"7,70 € (58,02 kn)",IC-2kx14 Flash 16I/O 20MHz(DIP18),5
PIC16F628-04/P,"5,64 € (42,49 kn)",Ic(dip16),3
PIC16F616-I/P-MIC(DIP14),"3,64 € (27,43 kn)","IC-MICROCONTROLLER,MEMORY",4
PIC16F54-I/SO-SMD-MIC(MALAYSIA,"1,99 € (14,99 kn)",PIC MIKROKONTROLER 25B 20MHz (SOIC18),3
PIC16F54-I/P,"1,99 € (14,99 kn)",IC-MICROCONT. SRAM:25B;20MHz;THT(DIP18),2
PIC16F1937-I/P-MIC(DIP),"7,25 € (54,63 kn)","IC-MICROCONT.14kB,SRAM512B EEPROM 256B(D",5
PIC16F1937-E/PT-MIC(TQPF44),"7,25 € (54,63 kn)","IC-SMD-MICROCONT.14kB,SRAM 512B EEPROM",2
PIC16F1825E/SL-MIC,"3,05 € (22,98 kn)","IC-MICROCONTR.EPROM256B,(SO14)",2
PIC16F1825-E/P-MIC(DIP),"4,14 € (31,19 kn)","IC-MICROCONT.256B,SRAM1024B 32MHz(DIP14)",6
PIC16F1704-I/P-MIC,"3,08 € (23,21 kn)","IC-MICROCONTROLLER 512B,32MHz(DIP14)",2
PIC16F1513-I/SS-MIC(SSOP28),"3,40 € (25,62 kn)",IC-SMD-MICROCONTROLLER .MEMORY,4
PIC16C72A-04/SP-MIC(DIP28),"9,69 € (73,01 kn)",IC,1
PIC16C57C20/P-MIC(PUERTO RICO),"4,37 € (32,93 kn)",IC2KX12 OTP20I/O 20MHz(DIP28),2
PIC16C57C-04/P-MICRO,"4,38 € (33,00 kn)",IC-CPU 8B 4MHZ 2K OTP/72RAM,9
PIC16C56XT/P,"6,49 € (48,90 kn)",IC-CPU 8B 4MHz 1K OTP/25RAM,3
PIC16C55HS/P,"8,70 € (65,55 kn)",IC-CPU 8B 20MHz 512 OTP/25RA,3
PIC16C54XT/P,"5,51 € (41,52 kn)",INTEGRIRANI KRUG,34
PIC16C54C-20I/SO-MIC-SMD,"0,00 € (0,00 kn)",IC-SMD-512X12 OTP 20MHz(SO18),0
PIC16C54C-04/P-MIC,"2,60 € (19,59 kn)",IC 8 BIT CMOS DIP18,4
PIC16C505-04I/SL-MT,"3,98 € (29,99 kn)",IC-8bit MICROCNTRL. MCU 1.5KB (SOIC14),4
PIC16C505-04I/P,"3,85 € (29,01 kn)",IC,3
PIC12F683-I/SN-MIC(SO8),"3,39 € (25,54 kn)","IC-SMD-EEPROM 256B, SRAM:128B, 20MHz",3
PIC12F683-I/P-MIC(DIP8),"3,39 € (25,54 kn)","EEPROM 256B, SRAM:128B, 20MHz DIP8",1
PIC12F675-I/SN-SMD-MIC,"3,68 € (27,73 kn)","IC(SO8)PIC MICROCONTROLLER,EEPROM",1
PIC12F675-I/P-DIP-MIC,"3,32 € (25,01 kn)","IC-MICROCONT.,EEPROM(DIP8)",3
PIC12F629-I/SN-SMD,"2,64 € (19,89 kn)","IC-PIC MICROCONTROLLER,EEPROM(SO8)",10
PIC12F629-I/P-DIL-MIC(MALAYSIA,"5,50 € (41,44 kn)",IC-1Kx14 FLASCH 6I/O MOMHz(DIP8),5
PIC12F1572-I/SN-MIC(SO8),"10,62 € (80,02 kn)",,6
PIC12F1572-I/P-MIC,"1,99 € (14,99 kn)","IC-MICROCONTROLLER 256B,32MHz(DIP8)",0
PIC12CE674-04/P-MIC(THAILAND),"4,04 € (30,44 kn)",IC-2Kx14OTP+EEPROM 4MHz(DIP8),5
PIC12CE519-04/SM-MIC(PUERTO RI,"2,62 € (19,74 kn)",IC-1Kx12 OTP+EEPROM 4MHz (SOIC-8),5
PIC12CE519-04/P-MIC(PUERTO RIC,"2,49 € (18,76 kn)",IC-1Kx12 OTP+EEPROM4MHz(DIP8),5
PIC12CE518-04/P-MIC(THAILAND),"2,29 € (17,25 kn)",IC-512x12 OTP+EEPROM 4MHz(DIP8),5
PIC12C509A04/P-MIC,"1,76 € (13,26 kn)",ICCPU 8B 4MHz 1K ROM 41 RAM(DIP8),17
PIC12C508A04/P,"2,03 € (15,30 kn)",CPU 8B 4MHz 512EPROM 25 R(DIP8),72
PIC10F220-I/P-MIC,"4,00 € (30,14 kn)",PIC MICROCONTROLLER SRAM 2-5.5VDC 16B(DI,3
PIC10F202T-I/OT,"2,65 € (19,97 kn)",PIC MICROCONTROLLER SMD SOT23,10
PGA2310UAG4-TEX,"27,47 € (206,97 kn)",IC-AUDIO MIXER(SOIC16),1
PF8200S-PF(SO8),"4,32 € (32,55 kn)",IC-SMD,4
PF7903BS-TI(SO8),"8,00 € (60,28 kn)",IC,9
PF7900S (SOP8),"5,97 € (44,98 kn)",IC-POWER CONTROLLER (SO8),2
PF7708AS,"7,96 € (59,97 kn)",IC-LED DRIVER WITH DIMMING(SO8),9
PF7700S-POW(SO8),"7,96 € (59,97 kn)",IC-LED DRIVER WITH DIMMING(SO8),10
PF7700AS-POW(SO8),"7,96 € (59,97 kn)",IC-LED DRIVER WITH DIMMING(SO8),25
PF6200S-POWER,"4,91 € (36,99 kn)",IC,10
PF6005AS,"8,63 € (65,02 kn)",IC (SO8),0
PF6005AG(SOT23-6),"0,00 € (0,00 kn)",IC=PF6003AG,0
PF6003AS(SO8),"8,63 € (65,02 kn)",IC-SMD,70
PF6003AG(SOT23-6),"8,63 € (65,02 kn)",IC-PHILLIPS-6PIN,35
PF6002AMS(SO8),"7,96 € (59,97 kn)",IC-SMD,6
PEB4266V V1.2,"9,03 € (68,04 kn)",IC PLCC48,0
PE5550A-PIONEER,"39,15 € (294,98 kn)",IC-DISPLAY U-COM,0
PCM1794ADB-TI,"42,27 € (318,48 kn)",IC-AUDIO D/A CONV. 24bit 192kHz (SSOP28),0
PCM1681-TI,"9,56 € (72,03 kn)",IC-D/A CONVERTER (HTSSOP-28),8
PCF8598,"8,49 € (63,97 kn)",IC,1
PCF8594C-2P,"6,73 € (50,71 kn)",IC(DIP8),1
PCF8593P-PHI,"3,97 € (29,91 kn)",IC-REAL TIME CLOCK(DIP8),3
PCF8591P-PHI,"4,78 € (36,01 kn)",IC-8-BIT AD/DA CONVERTER,4
PCF8584P-PHI,"8,12 € (61,18 kn)",INTEGRIRANI KRUG,6
PCF8583T-NXP(SO8),"3,32 € (25,01 kn)",ic,0
PCF8583P-PHI,"4,22 € (31,80 kn)",INTEGRIRANI KRUG,5
PCF8582E2P-PHI,"1,62 € (12,21 kn)",INTEGRIRANI KRUG,0
PCF8582E-NXP(SO8),"3,32 € (25,01 kn)",IC-SMD-EEPROM 256B(SO8),10
PCF8582C2P-PHI,"3,36 € (25,32 kn)",IC-EEPROM 256x8 250ns I2C 2(DIP8),7
PCF8581P-PHI,"0,00 € (0,00 kn)",INTEGRIRANI KRUG=PCF8582E2P-PH,0
PCF8575TS-NXP,"8,00 € (60,28 kn)",IC- INTERFACE 400kHz 5.5V (TSSOP24),1
PCF8574T-SMD-PHI,"6,24 € (47,02 kn)",IC-SMD,2
PCF8574P-PHI,"5,48 € (41,29 kn)",IC(DIP16),3
PCF8574AP,"0,00 € (0,00 kn)",INTEGRIRANI KRUG,0
PCF8574-PHI,"0,00 € (0,00 kn)",INTEGRIRANI KRUG,0
PCF8573P-PHI,"6,85 € (51,61 kn)",INTEGRIRANI KRUG,7
PCF8572P-PHI,"0,00 € (0,00 kn)",INTEGRIRANI KRUG,0
PCF8571P-PHI,"7,07 € (53,27 kn)",INTEGRIRANI KRUG,0
PCF8570P-PHI,"4,11 € (30,97 kn)",INTEGRIRANI KRUG,2
PCF8566T-NXP,"5,98 € (45,06 kn)",IC-DRIVER DISPLAY 0.025A 2.5:6V(VSO40),3
PCF84C81AP049,"10,62 € (80,02 kn)",INTEGRIRANI KRUG=CTV972,0
PCF7991AT/1081/M,"3,98 € (29,99 kn)",IC,9
PCB8573P,"0,00 € (0,00 kn)",INTEGRIRANI KRUG,0
PCB8031BH-3,"0,00 € (0,00 kn)",IC=ZC88655P,0
PCB1400,"0,00 € (0,00 kn)",IC,0
PCB 8573,"0,00 € (0,00 kn)",IC=PCF8573P,0
PCA9685PW-NXP(TSSOP28),"0,00 € (0,00 kn)",IC-SMD,0
PCA9306DP1-NXP,"3,07 € (23,13 kn)",IC-DRIVER DUAL BI-DIR VOLTAGE (VSSOP8),5
PCA84C844P/221,"0,00 € (0,00 kn)",IC,0
PCA84C844/200,"0,00 € (0,00 kn)",IC,0
PCA84C840P/185,"0,00 € (0,00 kn)",IC=PCA84C840P185,0
PCA84C640P023,"0,00 € (0,00 kn)",INTEGRIRANI KRUG,0
PCA84C640P/019,"11,96 € (90,11 kn)",INTEGRIRANI KRUG,14
PCA84C440P401,"15,26 € (114,98 kn)",INTEGRIRANI KRUG,26
PCA82C251T-NXP,"3,58 € (26,97 kn)","IC-NTERFACE,TRANSCEIVER,CH2,5V(SO8)",0
PCA82C250T-NXP(MALAYSIA),"3,50 € (26,37 kn)",IC-SMD-INTERFACE;TRANSC.(SO8),43
PBL3717N-MBR,"2,49 € (18,76 kn)",IC-STEPPER MOTOR DRIVER(DIP16),4
PAM8403-DIO,"3,00 € (22,60 kn)",AUDIO POJAČALO 3W STEREO CLASS-D,4
PAL007A,"0,00 € (0,00 kn)",IC=TDA7384=TDA7560,0
PAL005A,"0,00 € (0,00 kn)",IC=TDA7386-PHI=TDA7384-PHI,0
PAL003A,"0,00 € (0,00 kn)",INTEGRIRANI KRUG,0
PAL002A,"11,15 € (84,01 kn)",INTEGRIRANI KRUG,1
PAL001A,"12,61 € (95,01 kn)",INTEGRIRANI KRUG,3
PA3029B,"11,96 € (90,11 kn)",INTEGRIRANI KRUG,0
PA3027A,"0,00 € (0,00 kn)",IC,0
PA3027,"0,00 € (0,00 kn)",IC=HA1315.....I.T.D.,0
PA3005,"0,00 € (0,00 kn)",INTEGRIRANI KRUG,0
P87C52X2BA,"4,38 € (33,00 kn)",IC-MICROCONTR. EEPROM 8kX8bit 2.7:5.5V,1
P83C654FBP/541,"9,29 € (70,00 kn)",IC,4
P82B715TD,"4,65 € (35,04 kn)",IC-BUS EXTENDER 4.5 V to 12 V 400kHz 250,0
P8286,"6,97 € (52,52 kn)",IC,3
P8251A/DIV(DIP28),"6,91 € (52,06 kn)",IC-Replacement for Intel part number P82,0
P8226-INTEL(DIP16),"0,00 € (0,00 kn)",IC,0
P8155-INT(DIP40),"13,82 € (104,13 kn)",IC-2048-Bit Static MOS RAM with I/O Port,0
P8085A-INT(DIP40),"8,97 € (67,58 kn)",IC-8bit MICROPROCESOR,0
P8031AH,"6,06 € (45,66 kn)",IC,0
P3596L-ADJ-UTC,"0,00 € (0,00 kn)",IC=LM2576T-ADJ,0
P2503NPG,"3,41 € (25,69 kn)",IC(DIP7),2
P1014AP06,"0,00 € (0,00 kn)",IC-DIL8,0
OZL68GN,"9,03 € (68,04 kn)",IC-SMD-PWM CONTROLLER(MDIP20),3
OZ9998BGN,"7,17 € (54,02 kn)",IC,1
OZ9981GN,"4,51 € (33,98 kn)",IC-SMD BACKLIGHT INVERTER CONTROLLER,3
OZ9976GN,"27,25 € (205,32 kn)",IC-SMD,0
OZ9972SN-O2M(SSOP28),"10,79 € (81,30 kn)",IC,2
OZ9972GN,"9,56 € (72,03 kn)",IC SMD (SOP28),2
OZ9972ASN-MIC(SSOP24),"0,00 € (0,00 kn)",IC,0
OZ9972ASN-A1-2TR-MIC(SOP24),"5,31 € (40,01 kn)",IC-SMD(SSOP24),3
OZ9966SN-MICRO(CH),"5,18 € (39,03 kn)",IC-SMD 24p,10
OZ9966GN-MICRO(CH),"3,16 € (23,81 kn)",IC(SOP28),3
OZ9938GN-SMD,"3,67 € (27,65 kn)",IC-INTELIGENT MANAGER SMART PMU/GPIO(SO1,26
OZ9937GN-SMD(SO16),"6,19 € (46,64 kn)",IC-INTELLIGENT MANAGER SMART PMU/GPIO,5
OZ9936GN-MIC(SO8),"3,99 € (30,06 kn)",IC,5
OZ99361GN,"6,74 € (50,78 kn)",IC (SO8),5
OZ9928SN,"4,78 € (36,01 kn)",IC,1
OZ9910GN,"7,28 € (54,85 kn)",IC,1
OZ9902GN-MIC(SO24),"12,00 € (90,41 kn)",IC-SMD-LIN.REG,2
OZ970GN-OZG,"7,17 € (54,02 kn)",IC,2
OZ970G-OZG,"10,39 € (78,28 kn)",IC-SMD,6
OZ968G-SMD,"10,39 € (78,28 kn)",IC,2
OZ965G-SMD,"10,39 € (78,28 kn)",IC,2
OZ964SN,"3,32 € (25,01 kn)",IC(SSOP20),9
OZ964GN,"4,11 € (30,97 kn)",IC SMD,10
OZ960G,"4,38 € (33,00 kn)",IC-SMD,1
OPB365T55,"10,62 € (80,02 kn)",IC,0
OPA602AP-TEX,"13,64 € (102,77 kn)","IC-OP AMP 6,5MHz CHANNELS 1(DIP8)",3
OPA549TG3,"0,00 € (0,00 kn)",OP-AMP HIGH OUTPUT CURRENT TO220-11,0
OPA4277UA-TI,"8,63 € (65,02 kn)",IC-OpAmp 1MHZ 2:18V CH:4 (SO14),17
OPA4134UA-TI,"5,03 € (37,90 kn)","IC-OPER.AMP.8MHz,36VDC,CH(SO14)",1
OPA2604AU-TEX,"7,80 € (58,77 kn)",IC-SMD-OPERATIONAL AMPLIFIER 9-48V(SO8),20
OPA2604AP-TEX,"9,44 € (71,13 kn)",IC-OPERATIONAL AMPLIFIER 9-48V(DIP8),2
OPA2601AP,"9,29 € (70,00 kn)",OP AMP DUAL FET I/P,0
OPA244UA-TI,"3,53 € (26,60 kn)",IC-OPERATIONAL AMP.2.2-36V(SO8),2
OPA244PA-TI,"4,45 € (33,53 kn)",IC-OPERATIONAL AMP.2.2-36V(DIP8),3
OPA237UA-TI(SO8),"0,00 € (0,00 kn)",IC-SMD-OPERATIONAL.AMP.,0
OPA2336PA-TI(DIP8),"12,92 € (97,35 kn)",IC-OPERATIONAL AMP.100kHz 2.3-3.5V,0
OPA2134UA-TEX(MALAYSIA),"6,37 € (47,99 kn)",IC OPERATION AMPLIFIER(SO8),10
OPA2134PA-TEX(MALAYSIA),"7,25 € (54,63 kn)",OP AMP DUAL AUDIO FET I/P(DIP8),6
OPA2130UA(SO8)-TI,"4,14 € (31,19 kn)",IC-PRECISION LOW POWER OP-AMP (SO8),3
OPA177GP,"5,39 € (40,61 kn)",IC(DIP8),10
OPA1678IDGKT-TI,"3,98 € (29,99 kn)",IC,2
OP77,"0,00 € (0,00 kn)",IC=LM301AN,0
OP740,"0,00 € (0,00 kn)",IC,0
OP495GP-AD-DIP,"23,13 € (174,27 kn)",C-OPER.AMP.DUAL-QUAD RAIL-TO-RAIL,3
OP470GSZ-AD(DIP14),"9,41 € (70,90 kn)","IC - OP AMP , QUAD LOW NOISE",2
OP470GP-AD(DIP14),"12,92 € (97,35 kn)",IC-QUAD OP.AMP,1
OP37GN8,"9,95 € (74,97 kn)",IC,1
OP27GP-MBR,"8,73 € (65,78 kn)","IC 10,95-12,75 GHz",2
OP275GSZ-AD,"8,63 € (65,02 kn)",IC OPERATION AMPLIFIER 9MHZ(SO8),3
OP275GPZ-AD,"8,63 € (65,02 kn)",IC OPERATION AMPLIFIER 9MHZ(DIP8),1
OP213FSZ-AD,"8,30 € (62,54 kn)",IC OPERATION AMPLIFIER 3.4MHZ(SO8),0
OP177GSZ-AD(PUERTO RICO),"2,28 € (17,18 kn)",IC OP-AMP ULTRAPRECIS(SO8),20
OP177GPZ-AD(PUERTO RICO),"3,98 € (29,99 kn)",IC-OP.AMP ULTRAPRECIS(DIP8),20
OP177FPZ-AD(PUERTO RICO),"7,54 € (56,81 kn)",IC-OP.AMP ULTRAPRECIS(DIP8),8
OP07CP-MBR,"4,78 € (36,01 kn)",IC-OPERATIONAL AMPLIFIER(DIP8),7
OP07CD-TI,"2,65 € (19,97 kn)",IC-SMD-operational amplifier; 600kHz(SO8,30
ON3105,"5,47 € (41,21 kn)",PHOTO COUPLER,1
OM8305,"9,29 € (70,00 kn)",IC,1
OM360L-PHI,"23,35 € (175,93 kn)",IC-HIBRID 12V 1GHz 23dB,1
OIPMGMA001A,"0,00 € (0,00 kn)",IC,0
OFWK6260,"0,00 € (0,00 kn)",IC=TDA5931,0
OEC6021D,"0,00 € (0,00 kn)",IC=TMP87C33N3121,0
OC0765,"0,00 € (0,00 kn)",IC=CQ0765,0
OB6220VP-OB(TSSOP28),"2,79 € (21,02 kn)",IC,5
OB5269CP-OB(SO8),"2,92 € (22,00 kn)",IC-ON BRIGHT,3
OB3362-OB(SO16),"7,92 € (59,67 kn)",IC-SMD(SOP16),5
